NR,80892,BL,2011,L09,1OL,1,Anatomy & Physiology I Lab,,TBA,60,25,35,Wakeham,08/27-12/11,ONLINE,Lab/Course Fee: $131.33
NR,84870,BL,2015,0A,1,2,Introduction to Neuroscience,MW,03:00 pm-03:50 pm,16,10,6,Yu,08/27-12/11,07 0216,
NR,80895,BL,2100,0A,1,3,Principles of Biochemistry,TR,09:30 am-10:45 am,100,71,29,Paterson,08/27-12/11,15 0135,
NR,80896,BL,2170,0A,1,4,Zoology,MWF,10:00 am-10:50 am,16,10,6,Adams,08/27-12/11,20 0302,
NR,82001,BL,2170,L01,1,0,Zoology,W,03:00 pm-05:50 pm,24,10,14,Adams,08/27-12/11,20 1108,Lab/Course Fee: $128.49
NR,80897,BL,2410,0A,1,3,Basic Medical Lab Techniques,MW,02:00 pm-02:50 pm,30,21,9,Morin,08/27-12/11,20 0303,
C,80898,BL,2410,L01,1,0,Basic Medical Lab Techniques,R,12:00 pm-02:50 pm,16,21,-5,Danielson,08/27-12/11,20 1103,Lab/Course Fee: $231.49
NR,84865,BL,3006,0A,1,1,Health Prog Application Prep,T,10:00 am-10:50 am,30,6,24,Seigneurie,08/27-12/11,REMOTE,
NR,84866,BL,3006,0B,1,1,Health Prog Application Prep,T,02:00 pm-02:50 pm,30,11,19,Seigneurie,08/27-12/11,REMOTE,
NR,83158,BL,3080,0A,1,3,Biological Concepts/Engineers,MW,04:00 pm-05:15 pm,46,26,20,Gretz,08/27-12/11,15 0138,
NR,80899,BL,3210,0A,1,4,General Microbiology,MWF,01:00 pm-01:50 pm,60,54,6,Ghannam,08/27-12/11,15 0138,
C,80901,BL,3210,L01,1,0,General Microbiology,T,10:00 am-11:50 am,20,20,0,"Romanowski , Ghannam",08/27-12/11,08 0710,Lab/Course Fee: $204.86
,,,,,,,,R,10:00 am-10:50 am,,,,"Romanowski , Ghannam",08/27-12/11,08 0710,Lab/Course Fee: $204.86
C,80902,BL,3210,L02,1,0,General Microbiology,T,12:00 pm-01:50 pm,20,20,0,"Romanowski , Ghannam",08/27-12/11,08 0710,Lab/Course Fee: $204.86
,,,,,,,,R,12:00 pm-12:50 pm,,,,"Romanowski , Ghannam",08/27-12/11,08 0710,Lab/Course Fee: $204.86
NR,80900,BL,3210,L03,1,0,General Microbiology,T,02:00 pm-03:50 pm,20,14,6,"Romanowski , Ghannam",08/27-12/11,08 0710,Lab/Course Fee: $204.86
,,,,,,,,R,02:00 pm-02:50 pm,,,,"Romanowski , Ghannam",08/27-12/11,08 0710,Lab/Course Fee: $204.86
NR,81192,BL,3300,0A,1,3,Introduction to Genomics,MWF,03:00 pm-03:50 pm,36,25,11,Werner,08/27-12/11,REMOTE,
NR,80903,BL,3400,0A,1,4,Principles of Ecology,MWF,12:00 pm-12:50 pm,40,35,5,Marcarelli,08/27-12/11,15 0131,
C,80904,BL,3400,L01,1,0,Principles of Ecology,W,03:00 pm-05:50 pm,20,20,0,"Marcarelli , Kelly",08/27-12/11,08 0707,Lab/Course Fee: $170.85
NR,81016,BL,3400,L02,1,0,Principles of Ecology,R,03:00 pm-05:50 pm,20,15,5,"Marcarelli , Kelly",08/27-12/11,08 0707,Lab/Course Fee: $170.85
NR,82543,BL,3640,0A,1,3,General Immunology,MWF,10:00 am-10:50 am,65,63,2,Werner,08/27-12/11,REMOTE,
NR,83310,BL,3782,R01,1,2,Writing Practicum in Biology,MW,09:00 am-09:50 am,35,28,7,Datta,08/27-12/11,REMOTE,
NR,81643,BL,3990,1,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Wakeham,08/27-12/11,TBA,
NR,82427,BL,3990,2,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Chen,08/27-12/11,TBA,
NR,80910,BL,3990,3,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Datta,08/27-12/11,TBA,
NR,80906,BL,3990,4,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Durocher,08/27-12/11,TBA,
NR,80905,BL,3990,5,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,TBA,08/27-12/11,TBA,
NR,80907,BL,3990,6,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Gretz,08/27-12/11,TBA,
NR,82319,BL,3990,7,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Hersch-Green,08/27-12/11,TBA,
NR,80912,BL,3990,8,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Huckins,08/27-12/11,TBA,
NR,80908,BL,3990,9,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,TBA,08/27-12/11,TBA,
NR,82320,BL,3990,10,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Marcarelli,08/27-12/11,TBA,
NR,82877,BL,3990,11,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,3,7,Morin,08/27-12/11,TBA,
NR,82424,BL,3990,12,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Shan,08/27-12/11,TBA,
NR,80909,BL,3990,13,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Joshi,08/27-12/11,TBA,
NR,82318,BL,3990,14,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Tang,08/27-12/11,TBA,
NR,82426,BL,3990,15,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Tang,08/27-12/11,TBA,
NR,82425,BL,3990,16,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Werner,08/27-12/11,TBA,
NR,80911,BL,3990,17,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Techtmann,08/27-12/11,TBA,
NR,83233,BL,3990,18,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,TBA,08/27-12/11,TBA,
NR,84305,BL,3990,19,1,1.000-4.000,Bio Sci Teaching Experience,,TBA,10,0,10,Danielson,08/27-12/11,TBA,
NR,80921,BL,4000,1,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Paterson,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,81807,BL,4000,2,1,1.000-9.000,Research in Biology,,TBA,1,0,1,TBA,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82431,BL,4000,3,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Chen,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80919,BL,4000,4,1,1.000-9.000,Research in Biology,,TBA,10,1,9,Datta,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80916,BL,4000,5,1,1.000-9.000,Research in Biology,,TBA,10,1,9,Durocher,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80914,BL,4000,6,1,1.000-9.000,Research in Biology,,TBA,10,0,10,TBA,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80917,BL,4000,7,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Gretz,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82321,BL,4000,8,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Hersch-Green,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80920,BL,4000,9,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Huckins,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80913,BL,4000,10,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Joshi,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80918,BL,4000,11,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Kerfoot,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82323,BL,4000,12,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Marcarelli,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82428,BL,4000,13,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Yu,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82900,BL,4000,14,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Shan,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82322,BL,4000,15,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Tang,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82430,BL,4000,16,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Tang,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,83235,BL,4000,17,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Tumban,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82429,BL,4000,18,1,1.000-9.000,Research in Biology,,TBA,10,1,9,Werner,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80915,BL,4000,19,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Techtmann,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,84242,BL,4000,20,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Goldman,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,84531,BL,4000,21,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Olin,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,84678,BL,4000,22,1,1.000-9.000,Research in Biology,,TBA,10,0,10,Goetsch,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,84939,BL,4000,23,1,1.000-9.000,Research in Biology,,TBA,10,3,7,Vick-Majors,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,84243,BL,4001,1,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Goldman,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80922,BL,4001,2,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Joshi,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,81852,BL,4001,3,1,1.000-9.000,Honors Research in Biology,,TBA,10,0,10,TBA,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80930,BL,4001,4,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Datta,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80924,BL,4001,5,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Durocher,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80928,BL,4001,6,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Hersch-Green,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80925,BL,4001,7,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Gretz,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80926,BL,4001,8,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Huckins,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80927,BL,4001,9,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,TBA,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82324,BL,4001,10,1,1.000-9.000,Honors Research in Biology,,TBA,10,0,10,Marcarelli,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80929,BL,4001,11,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,TBA,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,82579,BL,4001,12,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Shan,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80923,BL,4001,13,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Techtmann,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,83161,BL,4001,14,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Tang,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,83162,BL,4001,15,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Tang,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,83163,BL,4001,16,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Werner,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,84938,BL,4001,23,1,1.000-9.000,Honors Research in Biology,,TBA,5,0,5,Vick-Majors,08/27-12/11,TBA,Lab/Course Fee: $54.06
NR,80931,BL,4030,0A,1,3,Molecular Biology,MWF,11:00 am-11:50 am,45,37,8,Tang,08/27-12/11,15 0326,
